parametre,source_table,candidats_geo,ambiguite_type,decision,confiance,justification
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:142:SEF_DOM_11:rejet_domestique:0.000 || qualite.source_pollution_prelevement:e33aff57-87e0-4b5b-a2f2-b9f3e06537e4:SEF_PDOM_R3 (E.M):point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:75:SHZ_DOM3_R1:rejet_domestique:0.000 || qualite.source_pollution_prelevement:0cb71770-8a7a-4614-be8c-8a2bca89612d:SHZ_DOM3_R1:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.stations:79:pt rs 302:station:0.000 || infra.stations_mesure:ad4adaa1-eaa1-4653-b976-5328ff0e36c2:pt rs 302:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_globale,qualite.source_pollution_prelevement:e0007fd4-7c1c-49a0-b584-24734fdfb18d:REJET BOULEMANE (EM):point_pollution:0.000 || infra.rejet_domestique:59:BOL_PDOM_R1 :rejet_domestique:0.871,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:190:ACH_PDS_R1:rejet_domestique:0.000 || qualite.source_pollution_prelevement:efe3cc07-c0a7-4d1e-b235-4b2241f5dff7:ACH_PDS_R1:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:185:BHD_PDS_R2:rejet_domestique:0.000 || qualite.source_pollution_prelevement:e2fd21f7-75d9-4eae-a625-6ef21e55cd4e:BHD_PDS_R2:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:121:MNZ_DOM_R10:rejet_domestique:0.000 || qualite.source_pollution_prelevement:1084ee38-427d-4082-8643-41f32c70114d:MNZ_DOM_R10 (E.M):point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,qualite.source_pollution_prelevement:0f197f1c-7429-41aa-8ea8-f7298336e152:REJET ABATTOIR SKOURA MDAZ:point_pollution:0.000 || infra.rejet_abattoir:3:abattoir:rejet_abattoir:0.954,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_abattoir:45:abattoir:rejet_abattoir:0.000 || qualite.source_pollution_prelevement:eb14f5f4-c3d2-4c77-b85b-61bde4f74975:REJET ABATTOIR MATMATA:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_abattoir:51:abattoir:rejet_abattoir:0.000 || qualite.source_pollution_prelevement:cd909e42-34a7-4390-ae10-26f4f6570c60:REJET ABATTOIR TAHLA:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:213:OZ_DECH_R1:rejet_domestique:0.000 || qualite.source_pollution_prelevement:4aad3899-911e-4255-a9a8-c15dd0ab671e:OZ_DECH_R1:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_abattoir:50:abattoir:rejet_abattoir:0.000 || qualite.source_pollution_prelevement:b35320a8-7ea2-422e-94d3-40363d3616df:REJET ABATTOIR OULED ZBAIR:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:168:THS_PDS_R1 :rejet_domestique:0.000 || qualite.source_pollution_prelevement:17196d75-1407-4e5b-a0b8-b38f14e05d3e:THS_PDS_R1:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_abattoir:48:abattoir:rejet_abattoir:0.000 || qualite.source_pollution_prelevement:24c89e3d-bccf-4239-96fe-b858f0d75a01:REJET ABATTOIR OUED AMLIL:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:197:OA_DOM_R3:rejet_domestique:0.000 || qualite.source_pollution_prelevement:1d05534e-2578-4f77-93c9-41819ba9b232:OA_DOM_R3:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,qualite.source_pollution_prelevement:24c7d6e0-f170-44f4-af39-c899640dd423:M_DOM_R1:point_pollution:0.000 || infra.rejet_domestique:225:M_DOM_R1:rejet_domestique:0.900,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_domestique:2:BA_DOM_R1:rejet_domestique:0.000 || qualite.source_pollution_prelevement:3af34f80-bdbe-4129-97e3-4269265187f4:BA_DOM_R1:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_abattoir:40:abattoir:rejet_abattoir:0.000 || qualite.source_pollution_prelevement:0a8ef114-de35-44c4-afa1-8251972f57ea:REJET ABATTOIR BAB MARZOUKA:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_abattoir:55:abattoir:rejet_abattoir:0.000 || qualite.source_pollution_prelevement:f3755f9d-161f-4606-8c03-e2cba2bc0567:REJET ABATTOIR BNI FTAH:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_globale,qualite.source_pollution_prelevement:029fbe08-b148-4ab2-9f2b-f258371c43be:TAZ_PDOM_R9:point_pollution:0.000 || qualite.source_pollution_prelevement:bf9462ff-bf75-48ea-83f1-3514cb97186b:TAZ_PDOM_R6:point_pollution:0.000,plusieurs_candidats_distincts,VALIDATION_METIER_REQUISE,FAIBLE,Plusieurs entites distinctes partagent la meme localisation ou un XY trop proche ; arbitrage metier indispensable.
[multi],staging.raw_idp_2024_mesures_qualite_globale,infra.rejet_abattoir:44:abattoir:rejet_abattoir:0.000 || qualite.source_pollution_prelevement:ff06abe3-1a8e-4a1d-886b-b0a0e9bc7a03:REJET ABATTOIR GALDMANE:point_pollution:0.000,rejet_vs_point_pollution_duplique,RATTACHEMENT_RECOMMANDE,FORTE,Le point de mesure qualite doit prioritairement se rattacher a `qualite.source_pollution_prelevement` ; le rejet infra reste l'entite source amont.
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:165:piezonetre plage des nations:station:0.000 || infra.stations_mesure:58e2a5ed-a9f9-4385-95f6-bd1a59368e02:piezonetre plage des nations:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:198:piezomètre:station:0.000 || infra.stations_mesure:646d85e6-635b-4243-8632-b2547b60b595:piezomètre:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:163:puit el ghouazi:station:0.000 || infra.stations_mesure:e562429f-9fe9-498b-989c-6847ddd10f63:puit el ghouazi:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:70:amont kenitra:station:0.000 || infra.stations_mesure:bfb9a874-e472-4b2c-86d8-7ccf01c5e08e:amont kenitra:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:153:puits à captage cuvelé:station:0.000 || infra.stations_mesure:fc3ab6b8-6669-4c96-be17-8f63b8d63927:puits à captage cuvelé:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:51:brg garde du sebou:station:0.000 || infra.stations:94:amont barrage de garde:station:0.000 || infra.stations_mesure:5533ab49-e2ed-4580-862d-32146588bbf5:brg garde du sebou:station:0.002 || infra.stations_mesure:c1299320-3bdb-4bb3-8bbf-0f9dc3ca71ef:amont barrage de garde:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:51:brg garde du sebou:station:0.000 || infra.stations:94:amont barrage de garde:station:0.000 || infra.stations_mesure:5533ab49-e2ed-4580-862d-32146588bbf5:brg garde du sebou:station:0.002 || infra.stations_mesure:c1299320-3bdb-4bb3-8bbf-0f9dc3ca71ef:amont barrage de garde:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:175:forage:station:0.000 || infra.stations_mesure:b63de6b8-3652-4402-846a-44cc3a7e22c5:forage:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:176:piezomètre :station:0.000 || infra.stations_mesure:f87df845-bf1b-430d-b116-2c354b9749e0:piezomètre :station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:64:aval rejet tifelt:station:0.000 || infra.stations_mesure:abbd0423-1320-4e97-b2fb-305c220b2d88:aval rejet tifelt:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:181:forage:station:0.000 || infra.stations_mesure:e06b2116-a639-4114-976e-7e9f43df2ed0:forage:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:270:puits khlifi ramou:station:0.000 || infra.stations_mesure:38c78f2c-d947-4e07-9712-8d920ad7315c:puits khlifi ramou:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:188:puit eaux et forets ain assou:station:0.000 || infra.stations_mesure:061e7e15-b57c-4ac7-8d03-800a6e94f32e:puit eaux et forets ain assou:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:322:puits hrichmane:station:0.000 || infra.stations_mesure:695c90b6-8c73-4302-a824-5475cfc1276e:puits hrichmane:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:324:puits ait yadine:station:0.000 || infra.stations_mesure:ebf68d4e-a7ce-4e6f-9810-64e49de5185e:puits ait yadine:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:95:el hammam:station:0.000 || infra.stations_mesure:d4831d6b-1b8f-4599-b54b-55bdc53a5675:el hammam:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:63:pont kroumam:station:0.000 || infra.stations_mesure:13ff23af-7c6f-453a-b4c3-5c40e87d1ca0:pont kroumam:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:105:puit sodea:station:0.000 || infra.stations_mesure:cedd9a28-a8a9-44af-b3ad-4eb66ade4c7f:puit sodea:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:109:puits à captage cuvelé:station:0.000 || infra.stations_mesure:452fcbda-da3b-4c6c-8ef2-f2cc87a001ac:puits à captage cuvelé:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:62:aval rejet de meknes:station:0.000 || infra.stations_mesure:494864be-331f-4a70-91d8-3c4ac59ac20f:aval rejet de meknes:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:242:puits à captage cuvelé:station:0.000 || infra.stations_mesure:8818f7f4-a198-49a1-b8f4-07d632b70829:puits à captage cuvelé:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:61:pont route principale 21:station:0.000 || infra.stations_mesure:c25c2450-2447-479a-bbe2-b75197b01eb7:pont route principale 21:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:8:azib soltane:station:0.000 || infra.stations_mesure:b647955a-e26d-4564-8509-25cb40ef1404:azib soltane:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:327:forage ferme haj mouhcine:station:0.000 || infra.stations_mesure:dec735c9-7848-44d8-a88c-823e57c073cf:forage ferme haj mouhcine:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:127:puit abdeslam:station:0.000 || infra.stations_mesure:8e73bc36-141c-48b9-9e42-0f8878bacf82:puit abdeslam:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:115:puit hadj kadour ben nasser:station:0.000 || infra.stations_mesure:5d0b7e30-6409-4420-bb86-11e9937e3fe5:puit hadj kadour ben nasser:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:325:puits loutfi benkamleh:station:0.000 || infra.stations_mesure:39b5477f-a4e0-4dfd-b4ca-f442d01634b5:puits loutfi benkamleh:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:39:sidi mokhfi:station:0.000 || infra.stations_mesure:d40d82f6-462c-4c03-a6bd-b8555f5a33d1:sidi mokhfi:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:151:puit douar hassassine:station:0.000 || infra.stations_mesure:82a0f1f6-4b1d-4078-bfab-e5ef629cd232:puit douar hassassine:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:116:puits à captage cuvelé:station:0.000 || infra.stations_mesure:49b9ddaf-f6de-4cac-aeb9-d8cd110aa129:puits à captage cuvelé:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:328:puits douar ouersefan:station:0.000 || infra.stations_mesure:a8bc21d7-d196-4551-b54f-c2e3f0f0f262:puits douar ouersefan:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:239:puit ben smime:station:0.000 || infra.stations_mesure:fdfbf7ab-b0a4-4008-890e-85037c7a7e7b:puit ben smime:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:331:puits lhammani brahim:station:0.000 || infra.stations_mesure:760a7db3-4bf5-4db2-9a38-0b906a580ecf:puits lhammani brahim:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:96:station foum khneg:station:0.000 || infra.stations_mesure:c0d54bc4-eb1e-459b-a641-78e8e4cb8748:station foum khneg:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:323:forage ferme haddadi:station:0.000 || infra.stations_mesure:6a3ab562-fad2-49ea-9935-b16eed060bfd:forage ferme haddadi:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations_mesure:c71ce70d-5ffa-4b31-9fe7-f78289a00c18:r1197/15:station:0.998 || infra.stations:147:r1197/15:station:1.000,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:336:puits habri hadou:station:0.000 || infra.stations_mesure:de216978-2f22-477a-9218-a91c6f2dd001:puits habri hadou:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:329:forage afaqfaq:station:0.000 || infra.stations_mesure:c24a45b1-7195-45be-acfb-95887c79e602:forage afaqfaq:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:80:station rhafsai:station:0.000 || infra.stations_mesure:af8adabc-9bad-443f-883f-52cafba2f722:station rhafsai:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:17:dar el arsa:station:0.000 || infra.stations_mesure:706fc2fe-3cee-4ec2-8e85-dbde9b672f89:dar el arsa:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:330:source ammes dechquonda:station:0.000 || infra.stations_mesure:7fe59c88-d667-42c0-8b3b-865831737e65:source ammes dechquonda:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:133:puit centre guigo:station:0.000 || infra.stations_mesure:0acc8896-6cd2-45ff-b024-8c351d1790b6:puit centre guigo:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:79:pt rs 302:station:0.000 || infra.stations_mesure:ad4adaa1-eaa1-4653-b976-5328ff0e36c2:pt rs 302:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:335:puits ras tabouda:station:0.000 || infra.stations_mesure:69b28ddf-00ac-4036-8b08-49f85577df7a:puits ras tabouda:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
[multi],staging.raw_idp_2024_mesures_qualite_marche_cadre,infra.stations:326:source ras el ain:station:0.000 || infra.stations_mesure:6784120f-c7d0-468a-87fb-250c2169cdeb:source ras el ain:station:0.002,station_vs_station_mesure_duplique,RATTACHEMENT_RECOMMANDE,FORTE,"Le point doit se rattacher a `infra.stations_mesure`, plus proche du besoin de mesure, `infra.stations` restant la couche station historique."
