table_source,id_ligne,date_valeur,ire,nom_source,parametre,coord_x,coord_y,source_srid_assumed,candidate_count,geo_status,matched_table,matched_entity_id,matched_entity_name,matched_entity_class,distance_m,candidates
staging.raw_idp_2024_mesures_qualite_globale,1131,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),SO4--,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1132,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),TAC_meq/l,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1133,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),TAC_°F,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1134,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),TA_meq/l,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1135,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),TA_°F,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1136,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),HCO3,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1137,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),CO3,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1138,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),Ca++,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1139,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),Mg++,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1140,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),TH,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1141,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),Na+,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1142,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),K+,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1143,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),"somme
anions_meq/l3",514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1144,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),"somme
anions_mg/l4",514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1145,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),Bilan_Ionique,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1146,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),Fe,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1147,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),Mn,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1148,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),CT,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1149,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),CF,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1150,2024-09-20,,RZI_DEC_PE1 (Puits Fouad ELBRINI),SF,514759.0,421189.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1246,2024-09-20,,S24 (Douar Chorf laghouazi),DCO,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1247,2024-09-20,,S24 (Douar Chorf laghouazi),DBO5,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1248,2024-09-20,,S24 (Douar Chorf laghouazi),NTK,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1249,2024-09-20,,S24 (Douar Chorf laghouazi),NH4+ ,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1250,2024-09-20,,S24 (Douar Chorf laghouazi),PT,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1251,2024-09-20,,S24 (Douar Chorf laghouazi),PO43-,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1252,2024-09-20,,S24 (Douar Chorf laghouazi),MES,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1253,2024-09-20,,S24 (Douar Chorf laghouazi),NO3-,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1254,2024-09-20,,S24 (Douar Chorf laghouazi),NO2-,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1255,2024-09-20,,S24 (Douar Chorf laghouazi),Cl-,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1256,2024-09-20,,S24 (Douar Chorf laghouazi),SO4--,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1257,2024-09-20,,S24 (Douar Chorf laghouazi),Ca++,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1258,2024-09-20,,S24 (Douar Chorf laghouazi),Mg++,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1259,2024-09-20,,S24 (Douar Chorf laghouazi),TH,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1260,2024-09-20,,S24 (Douar Chorf laghouazi),Na+,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1261,2024-09-20,,S24 (Douar Chorf laghouazi),K+,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1262,2024-09-20,,S24 (Douar Chorf laghouazi),CT,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1263,2024-09-20,,S24 (Douar Chorf laghouazi),CF,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1264,2024-09-20,,S24 (Douar Chorf laghouazi),SF,504514.0,431747.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1265,2024-09-20,,S18 (Aval Sidi Daoud),DCO,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1266,2024-09-20,,S18 (Aval Sidi Daoud),DBO5,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1267,2024-09-20,,S18 (Aval Sidi Daoud),NTK,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1268,2024-09-20,,S18 (Aval Sidi Daoud),NH4+ ,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1269,2024-09-20,,S18 (Aval Sidi Daoud),PT,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1270,2024-09-20,,S18 (Aval Sidi Daoud),PO43-,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1271,2024-09-20,,S18 (Aval Sidi Daoud),MES,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1272,2024-09-20,,S18 (Aval Sidi Daoud),Phénol,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1273,2024-09-20,,S18 (Aval Sidi Daoud),"Huiles
Graisses",523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1274,2024-09-20,,S18 (Aval Sidi Daoud),NO3-,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1275,2024-09-20,,S18 (Aval Sidi Daoud),NO2-,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1276,2024-09-20,,S18 (Aval Sidi Daoud),Cl-,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1277,2024-09-20,,S18 (Aval Sidi Daoud),SO4--,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1278,2024-09-20,,S18 (Aval Sidi Daoud),Ca++,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1279,2024-09-20,,S18 (Aval Sidi Daoud),Mg++,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1280,2024-09-20,,S18 (Aval Sidi Daoud),TH,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1281,2024-09-20,,S18 (Aval Sidi Daoud),Na+,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1282,2024-09-20,,S18 (Aval Sidi Daoud),K+,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1283,2024-09-20,,S18 (Aval Sidi Daoud),Ag,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1284,2024-09-20,,S18 (Aval Sidi Daoud),Al,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1285,2024-09-20,,S18 (Aval Sidi Daoud),As,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1286,2024-09-20,,S18 (Aval Sidi Daoud),Ba,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1287,2024-09-20,,S18 (Aval Sidi Daoud),Be,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1288,2024-09-20,,S18 (Aval Sidi Daoud),Cd,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1289,2024-09-20,,S18 (Aval Sidi Daoud),Co,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1290,2024-09-20,,S18 (Aval Sidi Daoud),CrT,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1291,2024-09-20,,S18 (Aval Sidi Daoud),Cu,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1292,2024-09-20,,S18 (Aval Sidi Daoud),Fe,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1293,2024-09-20,,S18 (Aval Sidi Daoud),Mn,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1294,2024-09-20,,S18 (Aval Sidi Daoud),Mo,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1295,2024-09-20,,S18 (Aval Sidi Daoud),Ni,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1296,2024-09-20,,S18 (Aval Sidi Daoud),Pb,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1297,2024-09-20,,S18 (Aval Sidi Daoud),Sb,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1298,2024-09-20,,S18 (Aval Sidi Daoud),Se,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1299,2024-09-20,,S18 (Aval Sidi Daoud),Sn,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1300,2024-09-20,,S18 (Aval Sidi Daoud),V,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1301,2024-09-20,,S18 (Aval Sidi Daoud),Zn,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1302,2024-09-20,,S18 (Aval Sidi Daoud),Li,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1303,2024-09-20,,S18 (Aval Sidi Daoud),CT,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1304,2024-09-20,,S18 (Aval Sidi Daoud),CF,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1305,2024-09-20,,S18 (Aval Sidi Daoud),SF,523147.0,412143.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1401,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),DCO,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1402,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),DBO5,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1403,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),NTK,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1404,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),NH4+ ,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1405,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),PT,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1406,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),PO43-,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1407,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),MES,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1408,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Phénol,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1409,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),"Huiles
Graisses",453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1410,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),NO3-,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1411,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),NO2-,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1412,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Cl-,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1413,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),SO4--,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1414,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Ca++,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1415,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Mg++,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1416,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),TH,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1417,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Na+,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1418,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),K+,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1419,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Ag,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1420,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Al,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1421,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),As,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1422,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Ba,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1423,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Be,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1424,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Cd,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1425,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Co,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1426,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),CrT,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1427,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Cu,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1428,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Fe,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1429,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Fe2+,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1430,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Mn,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1431,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Mo,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1432,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Ni,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1433,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Pb,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1434,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Sb,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1435,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Se,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1436,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Sn,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1437,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),V,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1438,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Zn,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1439,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),Li,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1440,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),CT,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1441,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),CF,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1442,2024-09-21,,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),SF,453061.0,434317.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1443,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),DCO,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1444,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),DBO5,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1445,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),NTK,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1446,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),NH4+ ,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1447,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),PT,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1448,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),PO43-,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1449,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),MES,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1450,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),Phénol,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1451,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),"Huiles
Graisses",537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1452,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),NO3-,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1453,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),NO2-,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1454,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),Cl-,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1455,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),SO4--,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1456,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),Ca++,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1457,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),Mg++,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1458,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),TH,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,1459,2024-09-21,,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),Na+,537364.0,436554.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
