edge_id,source_node,target_node,length_m,z_start,z_end,dz,slope,direction_status,confidence,qa_comment,review_status,review_decision,reviewer,review_comment
17,26,27,3323.854553978787,87.0,109.0,-22.0,-0.006618821504588737,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
628,708,703,3966.1865231314505,388.0,415.0,-27.0,-0.0068075467057667535,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
636,717,650,5502.339394768663,368.0,383.0,-15.0,-0.002726113190011728,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
638,657,372,5496.508138637329,160.0,185.0,-25.0,-0.004548342214626084,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
639,657,697,5527.034824340019,160.0,165.0,-5.0,-0.0009046442005360528,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
640,697,668,8749.769944803873,165.0,179.0,-14.0,-0.001600042068341925,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
657,719,720,2467.335246949041,0.0,54.0,-54.0,-0.021885959788712606,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
667,446,447,2773.853424718919,10.0,50.0,-40.0,-0.014420372628035777,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
674,545,546,5309.391416799755,71.0,111.0,-40.0,-0.007533820142443006,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
681,449,446,5287.011991644672,4.0,10.0,-6.0,-0.0011348565143188816,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
689,557,552,5431.611803561993,99.0,110.0,-11.0,-0.0020251815479129633,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
692,626,625,5441.272629312645,3.0,9.0,-6.0,-0.0011026832156281671,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
695,526,655,5419.202219694761,29.0,31.0,-2.0,-0.0003690580124010672,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
697,42,173,1779.4409015666884,6.0,9.0,-3.0,-0.001685922807191115,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
708,202,203,5354.0174320445085,10.0,14.0,-4.0,-0.0007471025357630452,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
710,281,216,5492.710173499325,10.0,12.0,-2.0,-0.0003641189753010087,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
724,738,737,5512.591085222821,15.0,18.0,-3.0,-0.0005442086948988234,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
