id_decision,parametre_observe,nom_standard_metier,variantes_associees,unite_source,unite_metier,unite_abh,source_table,colonne_valeur,volume_total,volume_non_null,nb_null,nb_non_numerique,nb_suspect,min_observe,max_observe,plage_abh,plage_biblio,statut_mapping,statut_unite,statut_valeur,statut_migration,action_recommandee,decision_metier,commentaire_metier,reference_biblio_principale
MIG-0067,Cl,Cl-,Cl | Cl- | Cl-(mg/l) | Cl-_IC,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,<= 250 (acceptabilité) mg/L,MAPPED_BY_METIER_VARIANT,UNIT_OK,VALID,OK_FOR_MIGRATION,migrer sans réserve particulière,,,WHO — Chemical fact sheets: Chloride (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/chloride-fact-sheet-2022.pdf)
MIG-0068,Cl-,Cl-,Cl | Cl- | Cl-(mg/l) | Cl-_IC,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,189,189,0,0,1,5.9,14508,référence ABH non disponible,<= 250 (acceptabilité) mg/L,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Chloride (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/chloride-fact-sheet-2022.pdf)
MIG-0069,Cl-(mg/l),Cl-,Cl | Cl- | Cl-(mg/l) | Cl-_IC,mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,92,90,0,1,123,634,référence ABH non disponible,<= 250 (acceptabilité) mg/L,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Chemical fact sheets: Chloride (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/chloride-fact-sheet-2022.pdf)
MIG-0070,Cl-_IC,Cl-,Cl | Cl- | Cl-(mg/l) | Cl-_IC,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,127,127,0,0,1,3.77,20625,référence ABH non disponible,<= 250 (acceptabilité) mg/L,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Chloride (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/chloride-fact-sheet-2022.pdf)
MIG-0071,Cl2_res,Cl2_res,Cl2_res,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0072,Clostri_sul_redu,Clostri,Clostri_sul_redu,à confirmer,spores/100 mL,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0073,CN,CN-,CN | CN(mg/l),à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,3,3,0,0,0,3.0000000000000001E-3,7.3000000000000001E-3,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0074,CN,CN-,CN | CN(mg/l),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,124,124,0,0,0,0,25,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0075,CN(mg/l),CN-,CN | CN(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,179,22,157,0,0,0.02,0.02,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0076,Be,Be,Be | Beryllium(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,45,45,0,45,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0077,Co,Co,Co | Cobalt | Cobalt(mg/l)),à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,2,2,0,0,0,19,19,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0078,Co,Co,Co | Cobalt | Cobalt(mg/l)),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,110,110,0,0,0,0,19,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0079,CO2_libre,CO2_libre,CO2_libre,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0080,CO3,CO3²-,CO3 | CO32,mg/L,mg/L,,idp_2024_mesures_qualite_globale,val_qual,32,32,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0081,CO3,CO3²-,CO3 | CO32,mg/L,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,0,6.24,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0082,CO3,CO3²-,CO3 | CO32,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,120,120,0,0,0,0,145.69999999999999,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0083,CO3,CO3²-,CO3 | CO32,mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2552,2552,0,0,0,0,50000,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0084,CO3,CO3²-,CO3 | CO32,mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1715,1715,0,0,0,0,488,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0085,CO3,CO3²-,CO3 | CO32,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0086,CO32,CO3²-,CO3 | CO32,à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0087,Co,Co,Co | Cobalt | Cobalt(mg/l)),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,45,0,2.4500000000000001E-2,2.4500000000000001E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0088,Cobalt(mg/l)),Co,Co | Cobalt | Cobalt(mg/l)),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,22,160,0,0,5.0000000000000001E-3,5.0000000000000001E-3,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0089,Cond 25°C,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),°C,µS/cm,,idp_2024_mesures_qualite_marche_cadre,val_qual,13,13,0,0,0,554.65200000000004,17454.240000000002,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0090,"Cond 25°C *0,9*0,01",,,°C,,,idp_2024_mesures_qualite_marche_cadre,val_qual,13,13,0,0,0,4.9918680000000002,157.08815999999999,référence ABH non disponible,référence bibliographique non confirmée,UNMAPPED,UNIT_UNKNOWN,NOT_EVALUATED,UNMAPPED_PARAMETER,créer ou valider le mapping métier,,,
MIG-0091,"Cond 25°C *1,1*0,01",,,°C,,,idp_2024_mesures_qualite_marche_cadre,val_qual,13,13,0,0,0,6.101172,191.99664000000001,référence ABH non disponible,référence bibliographique non confirmée,UNMAPPED,UNIT_UNKNOWN,NOT_EVALUATED,UNMAPPED_PARAMETER,créer ou valider le mapping métier,,,
MIG-0092,cond_20_c,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),à confirmer,µS/cm,,idp_2024_src_pollution_globale,cond_20_c,243,201,42,0,0,1.25,34000,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0093,cond_20_c,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),à confirmer,µS/cm,,idp_2024_src_pollution_marche_cadre,cond_20_c,148,127,21,0,0,219,48600,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0094,Conductivite,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),µS/cm,µS/cm,,mesures_qualite_barrages,val_qual_barr,420,420,0,0,0,9.8000000000000007,12260,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0095,Conductivite,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),µS/cm,µS/cm,,mesures_qualite_nappes,val_qual_nap,2659,2659,0,0,0,0,54900,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0096,Conductivite,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),µS/cm,µS/cm,,mesures_qualite_rivieres,val_qual_riv,1992,1992,0,0,0,0,53657,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0097,Conductivite,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),µS/cm,µS/cm,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0098,Conductivité,Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),à confirmer,µS/cm,,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0099,Conductivitéà20°C(µs/cm),Cond,Cond 25°C | cond_20_c | Conductivite | Conductivité | Conductivitéà20°C(µs/cm),µs/cm,µS/cm,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,182,0,0,0,676,3160,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0100,Couleur,Couleur,Couleur,UCV,,,mesures_qualite_barrages,val_qual_barr,1,1,0,0,0,7.2999999999999995E-2,7.2999999999999995E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0101,Couleur,Couleur,Couleur,UCV,,,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,0.1,0.1,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0102,Couleur,Couleur,Couleur,UCV,,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0.02,2.5000000000000001E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0103,Couleur,Couleur,Couleur,UCV,,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0104,Cr,Cr,Cr | CrT | Chrome | Chrome(mg/l),à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,3,3,0,0,0,1.2999999999999999E-2,8.5000000000000006E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0105,Cr,Cr,Cr | CrT | Chrome | Chrome(mg/l),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,54,54,0,0,0,0,200,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0106,Sb,Sb,Sb,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,45,0,1.09E-2,1.09E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0107,CrT,Cr,Cr | CrT | Chrome | Chrome(mg/l),à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,2,2,0,0,0,0.02,0.06,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0108,CrT,Cr,Cr | CrT | Chrome | Chrome(mg/l),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,389,389,0,0,0,0,101,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0109,Cd,Cd,Cd | Cadmium | Cadmium(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,44,1,1.2999999999999999E-3,2.3999999999999998E-3,référence ABH non disponible,<= 0.003 mg/L,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Cadmium (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/cadmium-fact-sheet-2022.pdf)
MIG-0110,NH4+,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,127,127,0,41,0,2.1857142999999999E-2,198,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0111,CT,CT,CT,mg/L,UFC/100 mL,,mesures_qualite_barrages,val_qual_barr,135,135,0,0,0,0,1876000,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0112,CT,CT,CT,mg/L,UFC/100 mL,,mesures_qualite_nappes,val_qual_nap,2560,2560,0,0,0,0,59000000,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0113,CT,CT,CT,mg/L,UFC/100 mL,,mesures_qualite_rivieres,val_qual_riv,1756,1756,0,0,0,0,1300000000,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0114,CT,CT,CT,mg/L,UFC/100 mL,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0115,NH4+ Spect,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,127,127,0,41,0,1.7000000000000001E-2,154,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0116,Cu,Cu,Cu | Cuivre | Cuivre(mg/l),à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,5,5,0,0,0,0.02,0.8,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0117,Cu,Cu,Cu | Cuivre | Cuivre(mg/l),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,272,272,0,0,0,0,50,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0118,Mo,MO / Mo,,à confirmer,,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,40,0,1.0200000000000001E-2,2.0500000000000001E-2,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0119,Cuivre(mg/l),Cu,Cu | Cuivre | Cuivre(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,22,160,0,0,5.0000000000000001E-3,2.1700000000000001E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0120,IP,Phenol,phenol | Phenol | Phénol | Ph�nol | indice de phénol M:A | Indicedephénol(mg/l) | IP | IP(mgO2/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,50,50,0,37,0,0.59499999999999997,9.2200000000000006,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0121,PO43-,PO4³-,PO3 | PO4 3- | PO43- | PO43-(mgP/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,77,77,0,37,0,0.02,8.9,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0122,DBO5,DBO5,DBO5 | DBO5_dec2h,mg O2/L,mg/L,,mesures_qualite_barrages,val_qual_barr,138,138,0,0,0,0.2,23,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0123,DBO5,DBO5,DBO5 | DBO5_dec2h,mg O2/L,mg/L,,mesures_qualite_nappes,val_qual_nap,10,10,0,0,0,1,21,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0124,DBO5,DBO5,DBO5 | DBO5_dec2h,mg O2/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1961,1961,0,0,0,0.128,3040,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0125,DBO5,DBO5,DBO5 | DBO5_dec2h,mg O2/L,mg/L,,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0126,DBO5,DBO5,DBO5 | DBO5_dec2h,mg O2/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0127,DBO5_dec2h,DBO5_dec2h,DBO5_dec2h,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,24,24,0,0,0,0,204,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0128,Phénol,Phenol,phenol | Phenol | Phénol | Ph�nol | indice de phénol M:A | Indicedephénol(mg/l) | IP | IP(mgO2/l),mg/L,mg/L,,idp_2024_mesures_qualite_globale,val_qual,72,72,0,33,0,0.01,2.56,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,FLAG_REQUIRED,OK_WITH_FLAG,appliquer règle de parsing + flag,,,
MIG-0129,Fe,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,78,78,0,32,1,0.02,2.99,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_EXACT,UNIT_OK,FLAG_REQUIRED,OK_WITH_FLAG,appliquer règle de parsing + flag,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0130,DCO,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,mg O2/L,mg/L,,mesures_qualite_barrages,val_qual_barr,137,137,0,0,0,2.77,199,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0131,DCO,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,mg O2/L,mg/L,,mesures_qualite_nappes,val_qual_nap,179,179,0,0,0,0,258,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0132,DCO,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,mg O2/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1932,1932,0,0,0,0,1920,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0133,DCO,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,mg O2/L,mg/L,,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0134,DCO,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,mg O2/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0135,DCO  2h décant.,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,4,4,0,0,0,9.6,53.8,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0136,DCO  D   2h,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,2,2,0,0,0,53.76,74.88,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0137,DCO_dec2h,DCO_dec2h,DCO,mg O2/L,mg/L,,mesures_qualite_barrages,val_qual_barr,1,1,0,0,0,34.270000000000003,34.270000000000003,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0138,DCO_dec2h,DCO_dec2h,DCO,mg O2/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,57,57,0,0,0,0,429,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0139,DCO_dec2h,DCO_dec2h,DCO,mg O2/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
